name,shirt,team,passes,passes_completed,passing_accuracy_rate,crosses,crossing_accuracy_rate,take_ons_completed,linebreaks_attempted_defensive_line,linebreak_attempted_defensive_line_rate,attempted_switches_of_play,switches_of_play_rate,position
Maximilian Beier,346,GER,13.0,6.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Youssef Belammari,346,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Sabri Ben Hessen,346,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mortadha Ben Ouanes,346,TUN,4.0,3.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Oussama Benbot,346,ALG,25.0,18.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GK
Nadhir Benbouali,346,ALG,8.0,6.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Goncalo Inacio,346,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Augustine Boakye,346,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Tyrick Bodak,346,CUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Carney Chukwuemeka,327,AUT,30.0,25.0,83.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MF
Petar Musa,327,CRO,11.0,7.0,64.0,0.0,0.0,1.0,3.0,33.0,0.0,0.0,FW
Toni Fruk,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Dan Burn,470,ENG,4.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,DF
Duje Caleta Car,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alexander Nuebel,470,GER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jose Sa,470,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mats Wieffer,470,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
James Trafford,470,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Dean Henderson,470,ENG,41.0,32.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Seko Fofana,531,CIV,45.0,38.0,84.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,MF
Mohammad Ghorbani,531,IRN,19.0,16.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Hamza Abdelkarim,454,EGY,10.0,7.0,70.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Kamogelo Sebelebele,454,RSA,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Brandley Kuwas,454,CUW,4.0,3.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Chris Brady,346,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Marcio Rosa,346,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Nawaf Bu Washl,346,KSA,46.0,35.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Ante Budimir,346,CRO,10.0,6.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Santiago Bueno,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Jose Canale,346,PAR,27.0,18.0,67.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Jorge Carrascal,346,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Adalberto Carrasquilla,346,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Denil Castillo,346,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Sipho Chaine,346,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Trevoh Chalobah,346,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Mouhib Chamakh,346,TUN,23.0,16.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Roozbeh Cheshmi,346,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Raed Chikhaoui,346,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Cho Guesung,346,KOR,7.0,4.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Cho Wije,346,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Nishan Velupillay,327,AUS,12.0,6.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FW
Noah Okafor,327,SUI,9.0,7.0,78.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,FW
Viktor Johansson,543,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Michael Gregoritsch,510,AUT,29.0,20.0,69.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Lawrence Ati Zigi,510,GHA,52.0,39.0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,GK
Luka Sucic,470,CRO,3.0,1.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,MF
Kobbie Mainoo,470,ENG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Jens Petter Hauge,470,NOR,3.0,2.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Ngolo Kante,470,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Patrick Pentz,470,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Alessandro Schoepf,470,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Rui Silva,470,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Martin Erlic,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Marcus Thuram,470,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Kristijan Jakic,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Dejan Ljubicic,470,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Florian Wiegele,470,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Lucas Hernandez,470,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Henrik Falchener,470,NOR,23.0,18.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Jurien Gaari,577,CUW,54.0,41.0,76.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Jalal Hassan,593,IRQ,51.0,33.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ayumu Seko,598,JPN,50.0,42.0,84.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,DF
Jorge Gutierrez,560,PAN,23.0,19.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Sontje Hansen,560,CUW,6.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Gedeon Kalulu,560,COD,6.0,5.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DF
Isidro Pitta,454,PAR,4.0,3.0,75.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Alexandro Maidana,454,PAR,19.0,13.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Saleh Hardani,454,IRN,29.0,21.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Jhon Cordoba,346,COL,12.0,9.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Logan Costa,346,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Bradley Cross,346,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Dennis Dargahi,346,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Giorgian De Arrascaeta,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Koni De Winter,346,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Zeno Debast,346,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Milos Degenek,346,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Cameron Devlin,346,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Yehvann Diouf,346,SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Willer Ditta,346,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Liam Kelly,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Herman Johansson,543,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Mert Gunok,543,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Dominic Hyam,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Joan Garcia,543,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Michael Woud,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Callan Elliot,543,NZL,6.0,4.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Mathew Ryan,543,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Nando Pijnaker,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
David Raya,543,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Gustaf Nilsson,543,SWE,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
John Souttar,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Logan Rogerson,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Tyler Fletcher,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Avazbek Ulmasaliyev,543,UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Marvin Keller,543,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Victor Munoz,543,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Lawrence Shankland,510,SCO,34.0,20.0,59.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,FW
Wout Weghorst,470,NED,7.0,4.0,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Robin Roefs,470,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Nikola Moro,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Mark Flekken,470,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mike Penders,470,BEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Sander Tangvik,470,NOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Assan Ouedraogo,470,GER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Robin Risser,470,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ivor Pandur,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Goncalo Guedes,470,POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Michael Svoboda,470,AUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Brice Samba,470,FRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Egil Selvik,470,NOR,30.0,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jorgen Strand Larsen,470,NOR,24.0,18.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Lutsharel Geertruida,470,NED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Dominik Kotarski,470,CRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Craig Gordon,470,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Francisco Trincao,470,POR,16.0,13.0,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Salah Zakaria,625,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jehad Thikri,625,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Fiston Mayele,625,COD,11.0,7.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Fahad Talib,625,IRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mohammed Muntari,625,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Trevor Doornbusch,346,CUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Stopira,346,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Josue Duverger,346,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Hjalmar Ekdal,346,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Munir El Kajoui,346,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Tarek Alaa,346,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Rayan Elloumi,346,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Mohamed Elshenawy,346,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Matthieu Epolo,346,COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Botirali Ergashev,346,UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Umar Eshmurodov,346,UZB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Edgardo Farina,346,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Timothy Fayulu,346,COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Kevin Felida,346,CUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Gatito Fernandez,346,PAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Lukas Hornicek,543,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jindrich Stanek,543,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Paul Izzo,543,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
David Jurasek,543,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Hugo Sochurek,543,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Caglar Soyuncu,543,TUR,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Eric Smith,543,SWE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alex Rufer,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Dennis Hadzikadunic,543,BIH,10.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
George Hirst,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Ben Waine,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Deniz Gul,543,TUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Alex Paulsen,543,NZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jan Kuchta,543,CZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Senne Lammens,470,BEL,13.0,6.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,GK
Danial Iri,470,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Yang Hyunjun,470,KOR,13.0,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Ibrahim Sadeh,470,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Song Bumkeun,470,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ali Majrashi,470,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Gael Kakuta,470,COD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Mohamed Amine Tougai,470,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Lucas Mendes,470,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Evann Guessand,660,CIV,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Sultan Mandash,625,KSA,9.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Keisuke Osako,625,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Lee Donggyeong,625,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Mohammad Abughoush,625,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Kim Taehyeon,625,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Tomoki Hayakawa,625,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Lyle Foster,346,RSA,5.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Fares Ghedjemis,346,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Santiago Gimenez,346,MEX,13.0,7.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Jose Maria Gimenez,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Andres Gomez,346,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Owen Goodman,346,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Kenji Gorre,346,CUW,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Ricardo Goss,346,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Alex Grimaldo,346,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Parfait Guiagon,346,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Borja Iglesias,543,ESP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Nihad Mujakic,543,BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Yvon Mvogo,543,SUI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ross Stewart,543,SCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Frantzdy Pierrot,543,HAI,17.0,13.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Alexandre Pierre,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Antoine Mendy,543,SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Themba Zwane,543,RSA,7.0,5.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Federico Vinas,648,URU,29.0,18.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Cecilio Waterman,648,PAN,10.0,7.0,70.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Tahsin Mohammed,470,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Melvin Mastil,470,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Payam Niazmand,470,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Rajaei Ayed,470,JOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Alhashmi Alhussein,470,QAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Gervane Kastaneer,726,CUW,9.0,7.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Hassan Kadish,625,KSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Yassine Titraoui,625,ALG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Saleem Obaid,625,JOR,18.0,12.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Amirmohammad Razaghinia,625,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Hossein Hosseini,346,IRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mahdy Soliman,346,EGY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Woodensky Pierre,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Moutaz Neffati,543,TUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Carl Sainte,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Garven Metusala,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Thabang Matuludi,543,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Evan Ndicka,543,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Mamadou Sarr,543,SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Cherif Ndiaye,543,SEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Ahmed Reda Tagnaouti,543,MAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Khulumani Ndamane,543,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Abdul Mumin,543,GHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Jo Hyeonwoo,470,KOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Samukele Kabini,625,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alfie Jones,346,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Mladen Jurkas,346,BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Mohamed Kone,346,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Markhus Lacroix,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Olwethu Makhanya,543,RSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Dayne St Clair,543,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Wilguens Paugain,543,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alban Lafont,543,CIV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Kelvin Pires,543,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Jonathan Osorio,543,CAN,9.0,6.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Joel Waterman,543,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Arjany Martha,470,CUW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Godfried Roemeratoe,470,CUW,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Martin Zlomislic,470,BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Jovo Lukic,346,BIH,13.0,7.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,FW
Antonio Sanabria,890,PAR,10.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Keeto Thermoncy,625,HAI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Emiliano Martinez,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Luis Mejia,346,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Santiago Mele,346,URU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Roderick Miller,346,PAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF
Alvaro Montero,346,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Juan Musso,346,ARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Moises Ramirez,822,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
David Ospina,822,COL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Ederson,822,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK
Anthony Valencia,822,ECU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Cristian Roldan,822,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
